subject,predicate,object
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Dispersion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Heterogeneous Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Dispersion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Colloidal Dispersion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Dispersion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Particle Suspension
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Dispersion,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Particle Colloid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,PhaseHeterogeneousMixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture,http://www.w3.org/2000/01/rdf-schema#comment,"A Phase Heterogeneous Mixture is a mixture of two or more substances that are not uniformly distributed and can be distinguished by their physical properties, such as color, density, or refractive index. Examples include suspensions, emulsions, and foams."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Non-Homogeneous Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Heterogeneous Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Phase Separated Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Non-Uniform Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHeterogeneousMixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Suspension
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.w3.org/2000/01/rdf-schema#comment,"A suspension is a type of heterogeneous mixture in which solid particles are dispersed in a liquid medium. The solid particles are usually insoluble in the liquid and will settle over time if left undisturbed. Suspensions are commonly used in various industrial applications, such as in the production of paints, pigments, and pharmaceuticals."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solid-Liquid Suspension
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Heterogeneous Suspension
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Particle Dispersion
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Suspension,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Suspensoid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Gas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Gas,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Gas,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Gas
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Gas,http://www.w3.org/2000/01/rdf-schema#comment,A gas is a state of matter that has no fixed shape or volume and expands to fill any available space. Gases are composed of molecules or atoms that are in constant random motion and have weak intermolecular forces.
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Gas,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Gaseous State
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Gas,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Vapor
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Gas,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Gas Phase
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.w3.org/2000/01/rdf-schema#comment,A mixture is a combination of two or more substances that are not chemically bonded and can be separated by physical means. Mixtures can be homogeneous or heterogeneous and can exist in any state of matter.
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Blend
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Suspension
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Colloid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Heterogeneous Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Homogeneous Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,StateOfMatter
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter,http://www.w3.org/2000/01/rdf-schema#comment,"State of matter refers to the physical form in which matter exists, such as solid, liquid, or gas. It is an important property of materials that can affect their properties and behavior."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Physical State
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Phase of Matter
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Matter State
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Fluid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid,http://www.w3.org/2000/01/rdf-schema#comment,"A fluid is a substance that has no fixed shape and yields easily to external pressure. It can be a gas or a liquid and is used in various applications in hydrogen technologies, such as in fuel cells and electrolyzers."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Fluid Substance
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Fluid Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Fluid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Fluid State
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Matter
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Continuum
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.w3.org/2000/01/rdf-schema#comment,"In materials science, a continuum refers to a continuous substance or material that can be modeled as a continuous field, without considering the discrete nature of its molecular or atomic structure. Continuum mechanics is a branch of mechanics that deals with the behavior of materials modeled as continua."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Continuous Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Continuum Mechanics
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Continuous Field Model
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Continuum Approximation
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Continuum Hypothesis
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Continuum
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,StateOfAggregation
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.w3.org/2000/01/rdf-schema#comment,"State of Aggregation refers to the physical state of a material, such as solid, liquid, or gas. It is an important property that affects the behavior and properties of materials, including their reactivity, conductivity, and mechanical properties."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Physical State
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Phase
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,State of Matter
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Aggregation State
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Material State
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Air,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Air,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Air,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Air
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Air,http://www.w3.org/2000/01/rdf-schema#comment,"Air is a mixture of gases, primarily nitrogen (78%) and oxygen (21%), with trace amounts of other gases such as argon, carbon dioxide, and neon. It is a common oxidant used in fuel cells and other electrochemical devices."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Air,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Atmospheric Air
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Air,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Air Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Air,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,N2-O2 Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Air,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Gas Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,SolidSolution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.w3.org/2000/01/rdf-schema#comment,"A solid solution is a solid-state mixture of two or more substances that combine to form a single crystalline phase. In solid solutions, the atoms of the different components are randomly distributed throughout the crystal lattice, resulting in a homogeneous material with unique properties."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Homogeneous Solid Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Single-Phase Solid Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solid-State Alloy
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidSolution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Crystallographic Solid Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,SolidMixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.w3.org/2000/01/rdf-schema#comment,"A Solid Mixture is a combination of two or more solid materials that are physically mixed together, but not chemically bonded. Solid mixtures can be homogeneous or heterogeneous and are commonly used in materials science for tailoring properties such as strength, conductivity, and thermal stability."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solid Blend
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solid Composite
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solid Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solid Suspension
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#SolidMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solid Heterogeneous Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHomogeneousMixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.w3.org/2000/01/rdf-schema#comment,"An electrolyte is a substance that produces ions when dissolved in a solvent, typically a liquid. Electrolytes are used in electrochemical cells to facilitate the movement of ions between the anode and cathode, allowing for the flow of electrical current."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Ionic Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Conductive Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solution,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Electrolytic Solution
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfAggregation
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#StateOfMatter
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Solid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid,http://www.w3.org/2000/01/rdf-schema#comment,"A crystal is a solid material whose atoms, molecules, or ions are arranged in a highly ordered, repeating pattern extending in all three spatial dimensions. Crystals exhibit unique physical and chemical properties, such as piezoelectricity, birefringence, and high thermal conductivity, making them useful in a wide range of applications, including electronics, optics, and energy storage."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Crystalline Material
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Ordered Solid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solid,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Crystal Lattice
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHomogeneousMixture,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHomogeneousMixture,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHomogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,PhaseHomogeneousMixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHomogeneousMixture,http://www.w3.org/2000/01/rdf-schema#comment,"A phase homogeneous mixture is a type of mixture where the components are uniformly distributed throughout the mixture, resulting in a single phase. The composition of the mixture is the same throughout and the properties of the mixture are uniform. Examples of phase homogeneous mixtures include solutions and alloys."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHomogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Homogeneous Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHomogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Single-Phase Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#PhaseHomogeneousMixture,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Uniform Mixture
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Alcohol
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.w3.org/2000/01/rdf-schema#comment,"Alcohol is a class of organic compounds that contain a hydroxyl (-OH) functional group. It is commonly used as a solvent, fuel, and feedstock in chemical synthesis. In hydrogen technologies, alcohols such as methanol and ethanol are used as fuel in fuel cells."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Organic Alcohol
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Hydroxyl Compound
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Methanol/Ethanol Fuel
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Alcohol Solvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Alcohol,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Alcohol Feedstock
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,AmphiphilSolvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.w3.org/2000/01/rdf-schema#comment,An amphiphilic solvent is a solvent that contains both hydrophilic (water-loving) and hydrophobic (water-fearing) regions in its molecular structure. These solvents are commonly used in materials science and electrochemistry as they can dissolve both polar and nonpolar substances. Examples of amphiphilic solvents include water-miscible organic solvents like ethanol and methanol.
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Amphiphilic Solvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Amphiphilic Liquid
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Amphiphilic Compound
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Amphiphilic Substance
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#AmphiphilSolvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Amphiphilic Molecule
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solvent,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solvent,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#ChemicalSubstance
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#onto_name,Solvent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solvent,http://www.w3.org/2000/01/rdf-schema#comment,"A solvent is a substance that dissolves a solute to form a solution. In hydrogen technologies, solvents are used in various processes such as electrolyte preparation, catalyst synthesis, and fuel cell fabrication. Common solvents include water, alcohols, and organic solvents such as dimethyl sulfoxide (DMSO) and N-methyl-2-pyrrolidone (NMP)."
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Dissolving Agent
http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#Solvent,http://www.semanticweb.org/maxdreger/ontologies/2022/10/materials#alternative_label,Solution Medium
